ID,Unique Name,Route,ELR,Veh Per Day,Cyc and Ped Per Day,Trains Per Day,Total users,Main Crossing Type,Lat,Long
3618,Llanbadarn Fawr,WALES,SBA2,13853,307,31,14160,Automatic Barrier Crossing (Locally) Monitored,52.40626941,-4.061169348
3619,Llanbadarn FP,WALES,SBA2,0,4,32,4,Footpath Crossing,52.40444092,-4.051584719
3620,Llanboidy,WALES,SWM2,134,0,42,134,Automatic Half Barrier,51.82188037,-4.631281868
3621,Llancillo Hall,WALES,HNL1,6,0,94,6,User Worked Crossing with Telephone,51.92065752,-2.919544488
3622,Llandanwg FP,WALES,DJP,0,8,16,8,Footpath Crossing,52.83606943,-4.123441942
3623,Llanddaniel,WALES,CNH3,13,1,55,14,User Worked Crossing with MSL,53.22278239,-4.247083683
3624,Llanddaniel FP,WALES,CNH3,0,0,56,0,Footpath Crossing,53.22278239,-4.247083683
3625,Llandeilo,WALES,VOT,0,25,10,25,Barrow Staff Crossing,51.88514958,-3.986852493
3626,Llandeilo 1,WALES,VOT,0,5,9,5,Footpath Crossing,51.88972667,-3.984237375
3627,Llandovery,WALES,VOT,5886,729,8,6615,Manually Controlled Barrier,51.99516079,-3.803176567
3628,Llandovery 46 - 4,WALES,CWL2,0,4,9,4,Footpath Crossing,52.00249823,-3.796034601
3629,Llandow,WALES,VOG,0,0,70,0,User Worked Crossing with Telephone,51.45033181,-3.52608265
3630,Llandre,WALES,SBA2,230,54,31,284,Automatic Barrier Crossing (Locally) Monitored,52.46279461,-4.024478827
3632,Llandre Vicarage,WALES,SBA2,12,0,62,12,User Worked Crossing with MSL,52.45862637,-4.024289743
3631,Llandre Vicarage FP,WALES,SBA2,0,24,31,24,Footpath Crossing with MSL,52.45862637,-4.024289743
3633,Llandrindod Wells,WALES,CWL2,2322,729,10,3051,Manually Controlled Barrier,52.24837016,-3.376578904
3634,Llandybie,WALES,LLA,837,135,9,972,Automatic Barrier Crossing (Locally) Monitored,51.82115579,-4.003843837
3635,Llanelli East,WALES,SWM2,6669,1620,82,8289,Manually Controlled Barrier with Obstacle Detection,51.67346474,-4.159404659
3636,Llanelli West,WALES,SWM2,783,1215,70,1998,Manually Controlled Barrier with Obstacle Detection,51.6742287,-4.162971287
3637,Llanenddwyn,WALES,DJP,0,0,16,0,Footpath Crossing,52.79212034,-4.106209853
3638,Llanfairpwll,WALES,CNH3,54,27,58,81,Manned Full Gates,53.22070695,-4.206760372
3639,Llanfairpwll FP,WALES,CNH3,0,64,56,64,Footpath Crossing,53.22070695,-4.206760372
3640,Llanfechan 19,WALES,CWL2,0,0,8,0,Footpath Crossing,52.13886105,-3.509986052
3641,Llanfendigaid,WALES,DJP,0,0,18,0,Footpath Crossing,52.62572818,-4.122434493
3642,Llanfihangel Rhydithon 1001,WALES,CWL2,0,0,10,0,Footpath Crossing,52.29436278,-3.264308489
3643,Llanfihangel Rhydithon 989,WALES,CWL2,0,0,10,0,Footpath Crossing,52.30132923,-3.253968518
3644,Llanfihangel Rhydithon 990,WALES,CWL2,0,0,10,0,Footpath Crossing,52.30497623,-3.248623851
3645,Llangadog,WALES,VOT,2457,81,8,2538,Automatic Barrier Crossing (Locally) Monitored,51.94063449,-3.892807751
3646,Llangennech,WALES,LLA,6,0,24,6,User Worked Crossing with Telephone,51.69091302,-4.079303672
3647,Llangennech FP,WALES,LLA,0,16,22,16,Barrow Staff Crossing,51.69091302,-4.079303672
3648,Llanglan Fechan 1,WALES,SBA2,0,0,48,0,User Worked Crossing,52.60095607,-3.82863377
3649,Llanglan Fechan 2,WALES,SBA2,1,0,24,1,User Worked Crossing with Telephone,52.60010907,-3.831095051
3650,Llanglan Fechan 4,WALES,SBA2,0,0,48,0,User Worked Crossing with Telephone,52.59809203,-3.844796706
3651,Llangynwyd,WALES,BAL,0,27,34,27,Footpath Crossing,51.58778179,-3.629651215
3652,Llanharan,WALES,SWM2,0,0,216,0,Footpath Crossing,51.53746005,-3.443870755
3653,Llanidloes Road,WALES,SBA2,5873,0,24,5873,Manually Controlled Barrier with CCTV,52.51167506,-3.4224841
3654,Llanion,WALES,PEM,20,209,18,229,Open Crossing,51.69287613,-4.929884224
3655,Llanllwch,WALES,SWM2,0,2,59,2,Footpath Crossing,51.84708118,-4.343781684
3656,Llanrwst Station,WALES,LJT1,0,4,12,4,Barrow Staff Crossing,53.14398653,-3.80262431
3657,Llanstephan,WALES,SWM2,0,35,63,35,Footpath Crossing with MSL,51.84972436,-4.323882038
3658,Llantillo Pertholy 162,WALES,HNL1,0,0,94,0,Footpath Crossing,51.8617848,-3.003014293
3659,Llantillo Pertholy 24,WALES,HNL1,0,0,94,0,Footpath Crossing,51.84213764,-2.999948466
3660,Llantrisant West,WALES,SWM2,2896,203,190,3099,Manually Controlled Barrier with CCTV,51.52777091,-3.400407078
3661,Llantwit Major 26,WALES,VOG,0,3,67,3,Footpath Crossing,51.4141193,-3.491809965
3662,Llanvihangel,WALES,OVE,0,0,2,0,User Worked Crossing,51.53404697,-3.706524569
3663,Llanwrda,WALES,VOT,108,81,9,189,Open Crossing,51.96249297,-3.872317246
3664,Llanwrtyd Wells,WALES,CWL2,0,10,8,10,Barrow Staff Crossing,52.10477388,-3.631386308
3665,Llanwrtyd Wells 21,WALES,CWL2,0,0,8,0,Footpath Crossing,52.10506651,-3.620560865
3666,Llechryd,WALES,DJP,11,0,16,11,User Worked Crossing with Telephone,52.77503381,-4.098466667
3667,Llechryd FP,WALES,DJP,0,4,16,4,Footpath Crossing,52.77503381,-4.098466667
3668,Llegodig,WALES,SBA2,0,0,24,0,Footpath Crossing,52.56437395,-3.203743008
3669,Lloyds,WALES,GNQ1,0,0,0,0,User Worked Crossing,52.88686712,-3.035280718
3670,Llwyn Cadwgan,WALES,DJP,119,69,16,188,User Worked Crossing,52.78932601,-4.10503924
3671,Llwyn Cadwgan FP,WALES,DJP,0,154,16,154,Footpath Crossing,52.78932601,-4.10503924
3672,Llwyn Du 1,WALES,DJP,0,14,18,14,Footpath Crossing,52.67088866,-4.08418032
3673,Llwyndrysi,WALES,PEM,0,0,18,0,User Worked Crossing with Telephone,51.81839324,-4.627823027
3674,Llwynfelish 1,WALES,NAB,0,0,6,0,User Worked Crossing,51.70362145,-3.766724109
3675,Llwyngwyddil 2,WALES,PEM,0,0,18,0,User Worked Crossing with Telephone,51.80795942,-4.660343804
3676,Llwyngwyn,WALES,DJP,1,0,16,1,User Worked Crossing,52.90271507,-4.344745618
3677,Llwynjack Farm,WALES,VOT,10,0,8,10,User Worked Crossing with Telephone,51.98443465,-3.817744013
3678,Llwynllanc Farm 1,WALES,NAB,34,0,8,34,User Worked Crossing with Telephone,51.72329138,-3.750073797
3679,Llwynmelyn Farm FP,WALES,CWL2,0,0,10,0,Footpath Crossing,52.27446602,-3.327590575
3680,Llwynpener 2,WALES,PEM,1,1,18,2,User Worked Crossing with Telephone,51.81113308,-4.652641385
3681,Llwynpiod Farm 1,WALES,CWL2,0,0,8,0,User Worked Crossing with Telephone,52.13734962,-3.517555508
3682,Llwynwcws 1,WALES,DJP,0,0,16,0,User Worked Crossing,52.75278434,-4.084421232
3683,Llynclys,WALES,GNQ2,0,0,0,0,Footpath Crossing,52.81089979,-3.06463757
3684,Llynfi Middle,WALES,BAL,0,0,0,0,Footpath Crossing,51.61529798,-3.660862606
3685,Loandhu,SCOTLAND,WCK,0,0,0,0,User Worked Crossing,57.78415221,-3.991053632
3686,Loch Eil Outward Bound,SCOTLAND,MLG2,6,120,12,126,User Worked Crossing with Telephone,56.85535593,-5.192698992
3687,Loch Libo,SCOTLAND,GBK,0,2,81,2,Footpath Crossing,55.77050754,-4.491898951
3688,Loch View Farm,SCOTLAND,WCK,0,0,8,0,User Worked Crossing with Telephone,58.50877724,-3.387559334
3689,Lochan Na Bi,SCOTLAND,OBN2,0,2,12,2,User Worked Crossing,56.4430355,-4.738211752
3690,Lochdhu,SCOTLAND,ANI3,0,28,26,28,Footpath Crossing,57.5734439,-3.89212562
3691,Locheilside,SCOTLAND,MLG2,0,2,12,2,Footpath Crossing,56.85574999,-5.28845612
3692,Lochinver Farm,SCOTLAND,ANI2,1,0,37,1,User Worked Crossing with Telephone,57.6400455,-3.370269317
3693,Lochluichart,SCOTLAND,KYL,0,0,8,0,User Worked Crossing with Telephone,57.6268702,-4.779674841
3694,Lochluichart Station,SCOTLAND,KYL,0,0,8,0,User Worked Crossing with Telephone,57.62180483,-4.808484796
3695,Lochside,SCOTLAND,WCK,4,4,8,8,User Worked Crossing with Telephone,58.3082268,-3.916242469
3696,Lock Gate Mill,ANGLIA,RBY,1,2,4,3,User Worked Crossing with Telephone,52.60584653,1.661392192
3697,Lock Lane,MIDLAND_AND_CONTINENTAL,SSJ1,729,243,29,972,Manually Controlled Barrier with CCTV,52.87980335,-1.285729196
3698,Lockharts,LONDON_NORTH_WEST,NWO,0,6,116,6,Footpath Crossing,52.52102396,-1.650800438
3699,Locking Road,WESTERN,WSM,0,2,88,2,Footpath Crossing,51.34593419,-2.954775207
3700,Lockington,LONDON_NORTH_EAST,HBS,189,0,56,189,Automatic Half Barrier,53.90809173,-0.439034336
3701,Lockington FP,MIDLAND_AND_CONTINENTAL,SSJ1,0,0,29,0,Footpath Crossing,52.85976942,-1.302912872
3705,Lodge Farm (GRS1),LONDON_NORTH_EAST,GRS1,1,1,35,2,User Worked Crossing with Telephone,52.97334923,-0.62099998
3704,Lodge Farm (LOO),WESTERN,LOO,79,9,30,88,Open Crossing,50.43863692,-4.476372964
3703,Lodge Farm (NOC),LONDON_NORTH_EAST,NOC,2,0,94,2,User Worked Crossing with Telephone,53.80233815,-1.232495498
3702,Lodge Farm FP (BTH3),SUSSEX,BTH3,0,1,80,1,Footpath Crossing,51.19757204,-0.29762098
3706,Lodge Lane,LONDON_NORTH_WEST,FCO,0,0,34,0,User Worked Crossing,53.71918594,-2.71367438
3707,Lodge Lane FP,LONDON_NORTH_WEST,FCO,0,4,34,4,Footpath Crossing,53.71918594,-2.71367438
3708,Logans Road,SCOTLAND,WCM2,4158,459,84,4617,Manually Controlled Barrier with CCTV,55.79801082,-4.00078406
3709,Lolham,LONDON_NORTH_EAST,ECM1,1364,135,294,1499,Manually Controlled Barrier with CCTV,52.64906949,-0.358947277
3711,London Road (ESK),ANGLIA,ESK,1530,108,33,1638,Automatic Barrier Crossing (Locally) Monitored,52.4411271,1.561529132
3710,London Road (WEB0),LONDON_NORTH_EAST,WEB,41,41,30,82,Automatic Half Barrier,52.77313516,-0.169886553
3712,Long Ashes,LONDON_NORTH_WEST,CGJ7,0,0,153,0,User Worked Crossing with Telephone,54.68603028,-2.781999947
3713,Long Barn,SUSSEX,TBH2,0,1,307,1,Footpath Crossing,50.83062621,-0.598137774
3714,Long Byre,LONDON_NORTH_EAST,NEC2,81,27,47,108,Automatic Half Barrier,54.99017054,-2.539662542
3715,Long Drain,ANGLIA,RBY,6,16,8,22,User Worked Crossing with Telephone,52.58193985,1.615186931
3716,Long Eaton Town,MIDLAND_AND_CONTINENTAL,TCC,8478,3132,54,11610,Manually Controlled Barrier with CCTV,52.89630161,-1.265419842
3717,Long Lane,LONDON_NORTH_EAST,LEN3,109,45,75,154,Manually Controlled Barrier with CCTV,54.38402759,-1.401055648
3718,Long Lane FP,MIDLAND_AND_CONTINENTAL,TSN1,0,56,234,56,Footpath Crossing,52.90820958,-1.228190291
3719,Long Lane No.1,LONDON_NORTH_EAST,YMS,0,156,70,156,Footpath Crossing,54.23559717,-0.42299243
3720,Long Lane No.2,LONDON_NORTH_EAST,HBS,0,156,50,156,Footpath Crossing,54.23550662,-0.422726681
3721,Long Leys,LONDON_NORTH_WEST,BBM,1,0,34,1,User Worked Crossing,52.0224446,-0.615617566
3722,Long Marsh,LONDON_NORTH_WEST,CBC1,1,0,26,1,User Worked Crossing with Telephone,54.22735636,-3.255908972
3723,Long Marston,WESTERN,STD,0,0,2,0,Footpath Crossing,52.11999627,-1.781104498
3724,Long Plantation,LONDON_NORTH_EAST,YMS,0,0,70,0,User Worked Crossing with Telephone,54.1929197,-0.504605967
3725,Long Rock,WESTERN,MLN4,540,229,67,769,Manually Controlled Barrier with CCTV,50.12826408,-5.502529208
3726,Long Salts,KENT,BME2,0,0,60,0,User Worked Crossing with Telephone,51.28799376,1.328271765
3727,Long Salts FP,KENT,BME2,0,8,60,8,Footpath Crossing,51.28799376,1.328271765
3728,Longannet,SCOTLAND,KNE1,0,0,1,0,User Worked Crossing with Telephone,56.05131525,-3.694855102
3729,Longbeck,LONDON_NORTH_EAST,DSN3,4857,369,75,5226,Manually Controlled Barrier,54.58918894,-1.030462287
3730,Longcroft Farm,WESTERN,SWM2,0,0,60,0,Footpath Crossing,51.83620427,-2.409633662
3731,Longforgan,SCOTLAND,SCM5,270,81,58,351,Manually Controlled Barrier,56.4444604,-3.105321808
3732,Longhirst,LONDON_NORTH_EAST,ECM7,378,54,116,432,Manually Controlled Barrier with CCTV,55.19881152,-1.626459697
3733,Longley,SCOTLAND,ANI3,4,0,26,4,User Worked Crossing with Telephone,57.59690883,-3.685115632
3734,Longs,SUSSEX,BBR,0,3,155,3,Footpath Crossing,50.80045468,-0.662476788
3735,Longwick Cum Ilmer No.12,LONDON_NORTH_WEST,NAJ2,0,1,192,1,Footpath Crossing,51.745795,-0.887083121
3736,Lookout,WALES,SWM2,0,12,70,12,User Worked Crossing with Telephone,51.74458931,-4.371397205
3737,Loover Barn,SUSSEX,KJE3,5,1,172,6,User Worked Crossing with Telephone,50.85965054,0.084235839
3738,Lord Bruce Estate 1,SCOTLAND,CRN,0,0,0,0,User Worked Crossing,56.05337857,-3.48636937
3739,Lord Bruce Estate 2,SCOTLAND,CRN,0,0,0,0,User Worked Crossing,56.05106258,-3.485499545
3740,Lords No.1 ,ANGLIA,COC,0,2,106,2,Footpath Crossing,51.85297984,1.071810421
3741,Lords No.29,ANGLIA,CCH,0,8,115,8,Footpath Crossing,52.23603095,0.926012407
3742,Lostwithiel,WESTERN,MLN3,864,891,75,1755,Manually Controlled Barrier,50.40750864,-4.665736782
3743,Lothbeg,SCOTLAND,WCK,0,0,9,0,User Worked Crossing with Telephone,58.06279273,-3.788800645
3744,Love Lane,LONDON_NORTH_EAST,ECM1,0,6,314,6,Footpath Crossing,52.22024602,-0.254619665
3745,Love Lodge Mill,WALES,LLA,0,0,9,0,Footpath Crossing,51.87390518,-3.991884713
3746,Lovington,WESTERN,CCL,0,0,40,0,Footpath Crossing,51.08134772,-2.571328393
3747,Low Abbey,LONDON_NORTH_WEST,SAC,0,1,32,1,Footpath Crossing,54.63432968,-2.546311522
3748,Low Buston,LONDON_NORTH_EAST,ECM7,0,0,114,0,Footpath Crossing,55.35588083,-1.632161279
3749,Low Eggborough,LONDON_NORTH_EAST,WAG1,0,0,53,0,User Worked Crossing with Telephone,53.69892941,-1.145379053
3751,Low Farm (ESK),ANGLIA,ESK,0,2,33,2,User Worked Crossing with Telephone,52.45656027,1.632042847
3750,Low Farm (SSK1),LONDON_NORTH_EAST,SSK1,4,4,18,8,User Worked Crossing,54.57514118,-0.921043295
3753,Low Field Lane,LONDON_NORTH_EAST,HUL1,0,0,133,0,User Worked Crossing,53.72070846,-0.543154649
3752,Low Field Lane FP,LONDON_NORTH_EAST,HUL1,0,17,169,17,Footpath Crossing,53.72070846,-0.543154649
3754,Low Gates,LONDON_NORTH_EAST,LEN3,17121,1310,96,18431,Manually Controlled Barrier,54.34568785,-1.439510223
3755,Low Green Farm,LONDON_NORTH_EAST,HBS,0,0,70,0,User Worked Crossing with Telephone,53.97197477,-0.43248614
3756,Low House,LONDON_NORTH_WEST,SAC,189,0,22,189,Manually Controlled Barrier,54.83112713,-2.769178506
3757,Low Mill,LONDON_NORTH_WEST,CBC3,39,29,29,68,User Worked Crossing with MSL,54.85142925,-2.972224063
3758,Low Moor,LONDON_NORTH_WEST,DJH,7074,1296,54,8370,Manually Controlled Barrier with CCTV,53.86879739,-2.398025996
3759,Low Moor Farm,LONDON_NORTH_EAST,LEH1,0,2,104,2,Footpath Crossing,53.93512419,-1.566745043
3760,Low Newbeggin Farm 2,LONDON_NORTH_EAST,MBW3,3,6,36,9,User Worked Crossing,54.4479783,-0.689228649
3761,Low Newbeggin Farm 3,LONDON_NORTH_EAST,MBW3,0,0,36,0,User Worked Crossing,54.44891013,-0.684694136
3762,Low Row,LONDON_NORTH_EAST,NEC2,297,54,48,351,Manually Controlled Barrier with CCTV,54.96045282,-2.649816941
3763,Low Scampston,LONDON_NORTH_EAST,YMS,68,0,70,68,Automatic Half Barrier,54.1744994,-0.684286641
3764,Low Street,ANGLIA,TLL,841,24,136,865,Manually Controlled Barrier with CCTV,51.4725375,0.401620769
3765,Lowca Lane,LONDON_NORTH_WEST,CBC2,0,8,30,8,Footpath Crossing,54.66957459,-3.549925611
3766,Lowdham,MIDLAND_AND_CONTINENTAL,NOB1,3888,1566,140,5454,Manually Controlled Barrier with Obstacle Detection,53.00602258,-0.998870435
3768,Lower Barn,WESTERN,SWM2,1,0,73,1,User Worked Crossing with Telephone,51.86014412,-2.325303197
3767,Lower Barn FP,WESTERN,SWM2,0,1,73,1,Footpath Crossing,51.86014412,-2.325303197
3769,Lower Barn No. 1,SUSSEX,KJE3,0,0,172,0,User Worked Crossing with Telephone,50.85970627,0.101389278
3770,Lower Blackgrove No.1,LONDON_NORTH_WEST,MCJ2,0,0,13,0,User Worked Crossing,51.85038677,-0.888220311
3771,Lower Burton Farm,WALES,SHL,3,0,94,3,User Worked Crossing with Telephone,52.24712278,-2.734580047
3772,Lower Cullernie,SCOTLAND,ANI3,19,0,26,19,User Worked Crossing with MSL,57.49744422,-4.150549976
3773,Lower Hall,WALES,CWL2,0,0,10,0,User Worked Crossing with Telephone,52.3666315,-3.123448004
3774,Lower House Farm,WALES,CWL2,0,0,10,0,User Worked Crossing with Telephone,52.35990999,-3.092035365
3775,Lower Howsell,WESTERN,WAH,0,23,75,23,Footpath Crossing,52.13439015,-2.318080573
3776,Lower Larks Farm,WESTERN,THO,0,0,2,0,User Worked Crossing,51.56906398,-2.466788437
3777,Lower Pentre,WALES,CWL2,0,0,10,0,Footpath Crossing,52.31559864,-3.237985828
3778,Lower Portland Farm,MIDLAND_AND_CONTINENTAL,PBS1,0,16,14,16,User Worked Crossing with Telephone,53.08804799,-1.291288587
3780,Lower Radway Green,LONDON_NORTH_WEST,KCS1,0,0,78,0,User Worked Crossing with Telephone,53.08406883,-2.34084722
3781,Lower Scoveston Farm,WALES,GOB,2,2,0,4,User Worked Crossing,51.72011322,-4.996128299
3782,Lower Stanage Farm,WALES,CWL2,0,0,10,0,User Worked Crossing with Telephone,52.35321975,-2.9849005
3783,Lower Stanage Farm FP,WALES,CWL2,0,0,10,0,Footpath Crossing,52.35321975,-2.9849005
3784,Lower Thorn,WESSEX,WEY,0,0,22,0,Footpath Crossing,51.06035626,-2.549873939
3786,Lowfield,LONDON_NORTH_EAST,KWS,0,4,39,4,User Worked Crossing with Telephone,53.63466628,-1.164169522
3785,Lowfield FP,LONDON_NORTH_EAST,KWS,0,15,39,15,Footpath Crossing,53.63466628,-1.164169522
3787,Lowfield No 2,LONDON_NORTH_EAST,HBS,0,0,50,0,User Worked Crossing with Telephone,54.19575274,-0.296141132
3788,Lowry's No.2,LONDON_NORTH_WEST,CBC1,0,0,0,0,User Worked Crossing,54.25698399,-3.37482379
3789,Lowthorpe,LONDON_NORTH_EAST,HBS,243,0,66,243,Automatic Half Barrier,54.02554638,-0.336662952
3790,Lowton Moss,LONDON_NORTH_WEST,DSE,0,23,236,23,Footpath Crossing,53.45770529,-2.577062045
3791,Lox Farm FP,ANGLIA,ESK,0,10,35,10,Footpath Crossing,52.08001305,1.248813114
3792,Loxley Lane,MIDLAND_AND_CONTINENTAL,NSS,2700,28,70,2728,Automatic Half Barrier,52.89094755,-1.90696593
3793,Lucker,LONDON_NORTH_EAST,ECM7,189,0,120,189,Manually Controlled Barrier with CCTV,55.57202189,-1.758633853
3794,Lucks Road,LONDON_NORTH_EAST,WEB,243,27,30,270,Automatic Half Barrier,52.75060326,-0.188251128
3795,Ludford 1,WALES,SHL,0,0,94,0,Footpath Crossing,52.35822114,-2.701024538
3796,Ludgershall No.7,LONDON_NORTH_WEST,NAJ3,0,0,167,0,Footpath Crossing,51.8501557,-1.050916568
3797,Ludgvan 16,WESTERN,MLN4,0,10,67,10,Footpath Crossing,50.13256988,-5.481702336
3798,Ludlow,WALES,SHL,0,17,94,17,Footpath Crossing,52.36421125,-2.702648988
3799,Luffenham,MIDLAND_AND_CONTINENTAL,PMJ,2496,60,152,2556,Manually Controlled Barrier with CCTV,52.61324511,-0.605525354
3800,Luib Houses,SCOTLAND,KYL,0,0,8,0,Footpath Crossing,57.54386083,-5.122151804
3801,Lumpsey Mine,LONDON_NORTH_EAST,SSK1,0,4,18,4,Footpath Crossing,54.55991051,-0.941607136
3802,Lund Hall Farm,LONDON_NORTH_EAST,HUL1,0,0,88,0,Footpath Crossing,53.78460041,-1.01570072
3803,Lund Lane,LONDON_NORTH_EAST,HUL1,0,0,102,0,User Worked Crossing with Telephone,53.78392023,-1.010387677
3804,Lund Lane FP,LONDON_NORTH_EAST,HUL1,0,1,90,1,Footpath Crossing,53.78392023,-1.010387677
3805,Lybster 1,SCOTLAND,TSO,0,0,16,0,User Worked Crossing with Telephone,58.51761208,-3.460827127
3806,Lybster 2,SCOTLAND,TSO,0,2,16,2,User Worked Crossing with Telephone,58.52119632,-3.463173538
3807,Lydd FP,KENT,APL,0,0,1,0,Footpath Crossing,50.95035349,0.929215759
3808,Lydd Town,KENT,APL,16,21,1,37,Manned Full Gates,50.9571184,0.916789021
3809,Lydford On Fosse,WESTERN,CCL,0,0,40,0,Footpath Crossing,51.07281307,-2.616673274
3810,Lydney,WALES,SWM2,2201,221,100,2422,Manually Controlled Barrier with CCTV,51.71395906,-2.5312959
3811,Lydney FP,WALES,SWM2,0,2,91,2,Footpath Crossing,51.71780586,-2.518903623
3812,Lyme Park FP,LONDON_NORTH_WEST,BEJ,0,3,58,3,Footpath Crossing,53.35559539,-2.054316819
3813,Lymington Pier,WESSEX,BLP,0,0,66,0,User Worked Crossing with Telephone,50.75896654,-1.530422711
3814,Lymington Town,WESSEX,BLP,10422,567,66,10989,Manually Controlled Barrier with CCTV,50.7625591,-1.538344196
3815,Lyminster,SUSSEX,BLI1,14202,270,194,14472,Manually Controlled Barrier with CCTV,50.8252622,-0.542441872
3816,Lymn Bank,LONDON_NORTH_EAST,GRS4,108,14,30,122,Automatic Barrier Crossing (Locally) Monitored,53.13227838,0.191902592
3817,Lynchat,SCOTLAND,HGL2,1,2,27,3,User Worked Crossing with Telephone,57.08769098,-4.017508782
3818,Lyneham,WESTERN,OWW,6,0,74,6,User Worked Crossing with Telephone,51.87569615,-1.603369519
3819,Lyngar 2,SCOTLAND,WCK,0,3,8,3,Footpath Crossing,58.49251689,-3.335895076
3820,Lynwilg 1,SCOTLAND,HGL2,2,0,35,2,User Worked Crossing with Telephone,57.17542762,-3.837046677
3821,Lynwilg 2,SCOTLAND,HGL2,0,0,0,0,User Worked Crossing,57.17173385,-3.847954706
3822,Lyon,WALES,CWL2,0,1,10,1,User Worked Crossing with Telephone,52.43761499,-2.845795269
3823,Lyons Wood Farm,WALES,SYC,1,0,62,1,User Worked Crossing with Telephone,52.83029174,-2.737165083
3824,Lyons Wood Farm FP,WALES,SYC,0,0,62,0,Footpath Crossing,52.83011069,-2.737223574
3825,Lysdon Farm,LONDON_NORTH_EAST,EJM,0,0,7,0,Footpath Crossing,55.09325639,-1.517106062
3826,M1 Motorway,MIDLAND_AND_CONTINENTAL,PBS1,0,2,8,2,Footpath Crossing,53.0885367,-1.300761638
3827,Macbeaths,SCOTLAND,WCK,2,0,10,2,User Worked Crossing with Telephone,58.00154816,-3.876647704
3828,Macbeaths' Garden,SCOTLAND,WCK,0,2,10,2,Footpath Crossing,58.00092522,-3.878325785
3829,Macdougal,KENT,PWS1,0,2,51,2,Footpath Crossing,51.2287087,0.413250593
3830,Machen Fach Farm,WALES,BJR,2,0,2,2,User Worked Crossing with Telephone,51.58270341,-3.100811858
3831,Machen South,WALES,BJR,0,10,2,10,Footpath Crossing,51.5960404,-3.13108757
3832,Machynlleth,WALES,SBA2,0,81,50,81,Footpath Crossing,52.59270988,-3.859607556
3833,Macleans',SCOTLAND,MLG2,6,2,12,8,User Worked Crossing with Telephone,56.9657776,-5.816642616
3834,Macraes,SCOTLAND,HGL2,0,0,29,0,User Worked Crossing with Telephone,57.08349719,-4.032197778
3835,Madryn Farm,WALES,CNH3,0,0,55,0,User Worked Crossing with Telephone,53.24509735,-4.004106376
3836,Maenan,WALES,LJT1,0,0,12,0,User Worked Crossing with Telephone,53.1706146,-3.81766612
3837,Maerdy,WALES,HNL1,0,1,94,1,Footpath Crossing,51.77201204,-2.972568467
3838,Maes,WALES,DJP,935,571,16,1506,Automatic Barrier Crossing (Locally) Monitored,52.91920074,-4.232213053
3839,Maesteg,WALES,CNH3,0,0,95,0,User Worked Crossing with Telephone,53.29585566,-3.215464319
3840,Maesteg 27,WALES,BAL,0,0,0,0,Footpath Crossing,51.61601937,-3.661007348
3841,Maes-Y-Betws,WALES,BAL,0,0,35,0,Footpath Crossing,51.57462697,-3.618768041
3842,Maes-Y-Coed Farm,WALES,VOT,0,0,8,0,User Worked Crossing with Telephone,51.96818672,-3.861060522
3843,Magdalen Road,ANGLIA,BGK,1701,243,76,1944,Manually Controlled Barrier,52.67328078,0.383283371
